OUTCOME,NAME,TEAM_CITY,HOME,DATE,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,MIN,OREB,PF,PTS,REB,START_POSITION,STL,TO
0,Shane Larkin,Brooklyn,0,12_10_15,6,0,4,1,0,0,10,5,50,4,4,100,27,0,1,14,4,N/A,1,2
0,Andrea Bargnani,Brooklyn,0,12_10_15,1,0,3,0,0,0,15,8,53,9,7,78,23,3,0,23,6,N/A,0,0
0,Wayne Ellington,Brooklyn,0,12_10_15,0,0,2,1,1,100,1,1,100,0,0,0,9,0,1,3,2,N/A,1,0
0,Willie Reed,Brooklyn,0,12_10_15,0,0,3,0,0,0,4,3,75,0,0,0,13,0,1,6,3,N/A,0,1
0,Markel Brown,Brooklyn,0,12_10_15,1,0,0,2,1,50,3,2,67,0,0,0,16,0,4,5,0,N/A,1,1
0,Sergey Karasev,Brooklyn,0,12_10_15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,Donald Sloan,Brooklyn,0,12_10_15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,,,,,,,,,,,,,,,,
1,Kevin Durant,Oklahoma City,1,01_02_16,2,4,11,3,3,100,13,8,62,11,10,91,35,0,3,29,11,F,0,3
1,Serge Ibaka,Oklahoma City,1,01_02_16,0,4,4,2,0,0,8,2,25,10,10,100,31,1,3,14,5,F,0,3
1,Steven Adams,Oklahoma City,1,01_02_16,1,3,7,0,0,0,4,4,100,0,0,0,17,2,3,8,9,C,0,2
1,Andre Roberson,Oklahoma City,1,01_02_16,1,1,3,1,0,0,1,0,0,0,0,0,15,1,4,0,4,G,0,0
1,Russell Westbrook,Oklahoma City,1,01_02_16,7,0,5,3,1,33,15,4,27,8,7,88,31,1,2,16,6,G,1,2
1,Enes Kanter,Oklahoma City,1,01_02_16,0,3,3,0,0,0,11,6,55,0,0,0,24,1,2,12,4,N/A,0,0
1,Nick Collison,Oklahoma City,1,01_02_16,0,0,1,0,0,0,0,0,0,0,0,0,7,1,1,0,2,N/A,0,0
1,Dion Waiters,Oklahoma City,1,01_02_16,5,0,2,3,1,33,10,4,40,3,1,33,25,2,1,10,4,N/A,0,1
1,Cameron Payne,Oklahoma City,1,01_02_16,3,0,3,1,0,0,5,3,60,2,1,50,20,0,4,7,3,N/A,1,0
1,Anthony Morrow,Oklahoma City,1,01_02_16,0,0,3,8,4,50,9,4,44,1,0,0,18,0,3,12,3,N/A,0,0
1,Kyle Singler,Oklahoma City,1,01_02_16,1,0,0,2,0,0,2,0,0,2,1,50,15,1,1,1,1,N/A,0,1
1,Mitch McGary,Oklahoma City,1,01_02_16,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,1,N/A,0,0
1,D.J. Augustin,Oklahoma City,1,01_02_16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,PJ Hairston,Charlotte,0,01_02_16,1,0,1,4,2,50,6,3,50,2,2,100,21,0,4,10,1,F,1,0
1,Marvin Williams,Charlotte,0,01_02_16,1,2,6,1,0,0,5,2,40,0,0,0,28,2,1,4,8,F,0,0
1,Cody Zeller,Charlotte,0,01_02_16,0,1,3,0,0,0,5,2,40,4,3,75,23,1,4,7,4,C,0,0
1,Jeremy Lin,Charlotte,0,01_02_16,4,1,1,4,1,25,15,5,33,6,4,67,34,0,5,15,1,G,1,0
1,Kemba Walker,Charlotte,0,01_02_16,5,1,3,5,1,20,24,10,42,12,11,92,36,0,2,32,3,G,3,1
1,Frank Kaminsky,Charlotte,0,01_02_16,2,0,6,2,0,0,11,2,18,4,2,50,33,0,2,6,6,N/A,0,2
1,Jeremy Lamb,Charlotte,0,01_02_16,4,1,2,3,1,33,12,3,25,2,2,100,25,1,4,9,3,N/A,1,1
1,Troy Daniels,Charlotte,0,01_02_16,0,0,4,2,1,50,3,1,33,0,0,0,18,0,2,3,4,N/A,1,0
1,Tyler Hansbrough,Charlotte,0,01_02_16,0,1,1,0,0,0,1,1,100,4,2,50,15,2,3,4,3,N/A,0,0
1,Brian Roberts,Charlotte,0,01_02_16,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,N/A,0,0
1,Aaron Harrison,Charlotte,0,01_02_16,0,0,0,1,0,0,1,0,0,0,0,0,4,1,0,0,1,N/A,0,0
1,Nicolas Batum,Charlotte,0,01_02_16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,Spencer Hawes,Charlotte,0,01_02_16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,,,,,,,,,,,,,,,,
1,Kevin Durant,Oklahoma City,0,03_18_16,6,1,12,4,1,25,16,11,69,3,3,100,34,1,4,26,13,F,0,5
1,Nick Collison,Oklahoma City,0,03_18_16,1,0,3,0,0,0,5,3,60,0,0,0,18,1,2,6,4,F,0,2
1,Steven Adams,Oklahoma City,0,03_18_16,1,3,7,0,0,0,10,6,60,0,0,0,26,4,1,12,11,C,0,0
1,Andre Roberson,Oklahoma City,0,03_18_16,0,0,4,3,1,33,4,2,50,0,0,0,20,0,2,5,4,G,1,1
1,Russell Westbrook,Oklahoma City,0,03_18_16,10,2,12,5,2,40,20,8,40,4,2,50,32,3,2,20,15,G,1,5
1,Kyle Singler,Oklahoma City,0,03_18_16,1,0,2,0,0,0,3,1,33,0,0,0,21,3,2,2,5,N/A,0,1
1,Randy Foye,Oklahoma City,0,03_18_16,5,1,0,5,1,20,6,2,33,4,4,100,27,2,4,9,2,N/A,1,0
1,Enes Kanter,Oklahoma City,0,03_18_16,0,1,5,1,1,100,10,6,60,3,3,100,23,2,4,16,7,N/A,0,6
1,Mitch McGary,Oklahoma City,0,03_18_16,0,0,1,0,0,0,3,2,67,0,0,0,6,0,1,4,1,N/A,0,0
1,Dion Waiters,Oklahoma City,0,03_18_16,2,0,1,3,1,33,10,3,30,4,2,50,24,0,1,9,1,N/A,0,0
1,Cameron Payne,Oklahoma City,0,03_18_16,1,0,0,1,0,0,2,1,50,0,0,0,8,0,1,2,0,N/A,0,0
1,Nazr Mohammed,Oklahoma City,0,03_18_16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,Anthony Morrow,Oklahoma City,0,03_18_16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,Hollis Thompson,Philadelphia,1,03_18_16,3,0,3,8,2,25,12,5,42,5,4,80,29,1,3,16,4,F,2,0
1,Jerami Grant,Philadelphia,1,03_18_16,2,3,5,3,0,0,14,4,29,12,7,58,34,2,2,15,7,F,0,2
1,Nerlens Noel,Philadelphia,1,03_18_16,2,2,4,0,0,0,15,5,33,3,2,67,35,5,3,12,9,C,1,2
1,Isaiah Canaan,Philadelphia,1,03_18_16,2,0,4,7,3,43,9,3,33,2,1,50,31,0,1,10,4,G,3,0
1,Ish Smith,Philadelphia,1,03_18_16,7,0,3,2,0,0,9,3,33,1,0,0,29,1,1,6,4,G,1,1
1,Elton Brand,Philadelphia,1,03_18_16,0,0,1,0,0,0,3,1,33,2,1,50,8,0,2,3,1,N/A,0,0
1,Nik Stauskas,Philadelphia,1,03_18_16,3,0,3,7,5,71,15,9,60,0,0,0,34,1,0,23,4,N/A,3,2
1,Sonny Weems,Philadelphia,1,03_18_16,0,0,2,1,0,0,1,0,0,0,0,0,10,0,3,0,2,N/A,0,0
1,TJ McConnell,Philadelphia,1,03_18_16,5,0,1,0,0,0,4,3,75,2,2,100,19,0,2,8,1,N/A,1,1
1,Carl Landry,Philadelphia,1,03_18_16,0,0,0,1,0,0,7,2,29,0,0,0,12,0,0,4,0,N/A,0,0
1,Robert Covington,Philadelphia,1,03_18_16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,Richaun Holmes,Philadelphia,1,03_18_16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,Kendall Marshall,Philadelphia,1,03_18_16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,,,,,,,,,,,,,,,,
1,Andrew Wiggins,Minnesota,0,02_27_17,1,0,2,3,1,33,22,10,46,8,6,75,35,2,1,27,4,F,4,0
1,Gorgui Dieng,Minnesota,0,02_27_17,1,0,9,1,0,0,8,0,0,2,2,100,20,1,1,2,10,F,0,2
1,Karl-Anthony Towns,Minnesota,0,02_27_17,2,3,9,1,1,100,19,13,68,5,2,40,38,8,3,29,17,C,0,2
1,Brandon Rush,Minnesota,0,02_27_17,0,1,2,2,1,50,5,2,40,0,0,0,19,0,1,5,2,G,0,1
1,Ricky Rubio,Minnesota,0,02_27_17,10,1,5,1,1,100,8,3,38,2,2,100,32,0,3,9,5,G,2,2
1,Nemanja Bjelica,Minnesota,0,02_27_17,2,0,8,8,2,25,15,4,27,0,0,0,35,4,3,10,12,N/A,2,0
1,Shabazz Muhammad,Minnesota,0,02_27_17,1,0,0,2,1,50,7,4,57,2,1,50,15,0,0,10,0,N/A,1,1
1,Kris Dunn,Minnesota,0,02_27_17,2,1,0,0,0,0,3,2,67,0,0,0,17,1,2,4,1,N/A,1,0
1,Cole Aldrich,Minnesota,0,02_27_17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,N/A,0,1
1,Tyus Jones,Minnesota,0,02_27_17,6,0,1,5,1,20,8,2,25,1,1,100,27,0,1,6,1,N/A,1,1
1,Jordan Hill,Minnesota,0,02_27_17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,Adreian Payne,Minnesota,0,02_27_17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,Ben McLemore,Sacramento,1,02_27_17,1,0,3,3,2,67,10,5,50,2,2,100,25,1,2,14,4,F,0,3
1,Willie Cauley-Stein,Sacramento,1,02_27_17,5,1,6,0,0,0,11,5,46,8,4,50,34,0,3,14,6,F,1,4
1,Kosta Koufos,Sacramento,1,02_27_17,1,0,8,0,0,0,8,6,75,2,2,100,25,3,3,14,11,C,0,1
1,Darren Collison,Sacramento,1,02_27_17,3,0,1,1,0,0,13,5,39,0,0,0,30,1,1,10,2,G,0,0
1,Ty Lawson,Sacramento,1,02_27_17,9,0,1,2,0,0,13,5,39,1,1,100,35,0,2,11,1,G,2,3
1,Anthony Tolliver,Sacramento,1,02_27_17,2,1,2,2,0,0,2,0,0,0,0,0,21,0,1,0,2,N/A,1,1
1,Tyreke Evans,Sacramento,1,02_27_17,1,1,5,3,3,100,12,5,42,0,0,0,25,0,3,13,5,N/A,1,2
1,Buddy Hield,Sacramento,1,02_27_17,0,0,5,5,1,20,8,3,38,2,1,50,27,0,1,8,5,N/A,1,4
1,Skal Labissiere,Sacramento,1,02_27_17,0,1,4,0,0,0,4,2,50,0,0,0,14,2,2,4,6,N/A,0,0
1,Langston Galloway,Sacramento,1,02_27_17,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,N/A,0,0
1,Georgios Papagiannis,Sacramento,1,02_27_17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,N/A,0,0
1,Arron Afflalo,Sacramento,1,02_27_17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,,,,,,,,,,,,,,,,
0,Al-Farouq Aminu,Portland,1,12_18_15,1,0,3,5,4,80,6,5,83,2,2,100,29,1,2,16,4,F,0,1
0,Noah Vonleh,Portland,1,12_18_15,1,0,0,1,0,0,4,2,50,0,0,0,12,0,1,4,0,F,0,0
0,Mason Plumlee,Portland,1,12_18_15,1,1,9,0,0,0,6,2,33,0,0,0,30,1,6,4,10,C,0,4
0,CJ McCollum,Portland,1,12_18_15,6,0,2,7,3,43,19,11,58,3,2,67,39,0,3,27,2,G,2,2
0,Damian Lillard,Portland,1,12_18_15,10,0,2,9,2,22,15,4,27,9,9,100,36,1,4,19,3,G,1,6
0,Meyers Leonard,Portland,1,12_18_15,0,0,6,2,0,0,6,2,33,0,0,0,22,1,2,4,7,N/A,0,2
0,Maurice Harkless,Portland,1,12_18_15,0,0,1,0,0,0,1,0,0,2,1,50,10,0,2,1,1,N/A,0,0
0,Allen Crabbe,Portland,1,12_18_15,1,0,4,7,2,29,11,5,46,2,2,100,24,0,1,14,4,N/A,0,2
0,Ed Davis,Portland,1,12_18_15,0,0,5,0,0,0,2,0,0,6,1,17,22,2,2,1,7,N/A,0,1
0,Gerald Henderson,Portland,1,12_18_15,1,1,3,1,0,0,3,1,33,2,2,100,16,1,0,4,4,N/A,0,1
0,Pat Connaughton,Portland,1,12_18_15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,Tim Frazier,Portland,1,12_18_15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,Luis Montero,Portland,1,12_18_15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,Tobias Harris,Orlando,0,12_18_15,2,0,9,3,1,33,13,9,69,7,6,86,36,3,0,25,12,F,3,0
0,Channing Frye,Orlando,0,12_18_15,3,0,4,3,0,0,4,1,25,0,0,0,23,0,3,2,4,F,0,1
0,Nikola Vucevic,Orlando,0,12_18_15,1,2,7,0,0,0,22,12,55,2,1,50,35,4,2,25,11,C,1,1
0,Evan Fournier,Orlando,0,12_18_15,4,0,1,4,0,0,7,1,14,0,0,0,25,0,0,2,1,G,2,0
0,Elfrid Payton,Orlando,0,12_18_15,3,1,3,1,0,0,9,4,44,17,11,65,36,3,5,19,6,G,2,4
0,Victor Oladipo,Orlando,0,12_18_15,6,1,4,2,1,50,14,7,50,0,0,0,35,0,4,15,4,N/A,3,6
0,Andrew Nicholson,Orlando,0,12_18_15,0,0,2,2,0,0,9,3,33,3,2,67,25,2,2,8,4,N/A,0,1
0,Jason Smith,Orlando,0,12_18_15,0,1,1,0,0,0,5,2,40,0,0,0,13,0,1,4,1,N/A,0,0
0,Aaron Gordon,Orlando,0,12_18_15,0,0,4,0,0,0,1,0,0,2,2,100,12,1,1,2,5,N/A,0,0
0,Dewayne Dedmon,Orlando,0,12_18_15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,Mario Hezonja,Orlando,0,12_18_15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,Shabazz Napier,Orlando,0,12_18_15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,,,,,,,,,,,,,,,,
1,Tobias Harris,Detroit,1,11_29_16,2,2,7,5,3,60,12,9,75,3,3,100,36,0,1,24,7,F,1,3
1,Marcus Morris,Detroit,1,11_29_16,0,0,4,6,2,33,18,8,44,0,0,0,36,0,3,18,4,F,1,1
1,Andre Drummond,Detroit,1,11_29_16,2,1,5,0,0,0,6,1,17,1,1,100,13,1,1,3,6,C,0,0
1,Kentavious Caldwell-Pope,Detroit,1,11_29_16,6,1,5,8,4,50,14,6,43,2,2,100,32,2,2,18,7,G,1,1
1,Ish Smith,Detroit,1,11_29_16,3,0,2,3,0,0,10,6,60,1,1,100,25,0,2,13,2,G,1,0
1,Beno Udrih,Detroit,1,11_29_16,7,0,1,1,1,100,5,3,60,0,0,0,20,0,2,7,1,N/A,1,1
1,Jon Leuer,Detroit,1,11_29_16,1,0,5,3,1,33,12,5,42,1,1,100,32,2,3,12,7,N/A,1,2
1,Aron Baynes,Detroit,1,11_29_16,0,0,5,0,0,0,7,3,43,2,2,100,23,3,3,8,8,N/A,0,2
1,Stanley Johnson,Detroit,1,11_29_16,0,0,0,0,0,0,1,1,100,0,0,0,10,0,0,2,0,N/A,0,1
1,Darrun Hilliard,Detroit,1,11_29_16,0,0,0,2,1,50,4,2,50,1,0,0,9,0,2,5,0,N/A,1,0
1,Boban Marjanovic,Detroit,1,11_29_16,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,N/A,0,0
1,Michael Gbinije,Detroit,1,11_29_16,0,0,0,0,0,0,2,1,50,0,0,0,2,1,0,2,1,N/A,0,0
1,Henry Ellenson,Detroit,1,11_29_16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,Michael Kidd-Gilchrist,Charlotte,0,11_29_16,0,1,3,0,0,0,7,3,43,4,4,100,32,1,3,10,4,F,1,0
1,Frank Kaminsky,Charlotte,0,11_29_16,3,0,3,6,0,0,11,1,9,0,0,0,27,0,2,2,3,F,0,1
1,Cody Zeller,Charlotte,0,11_29_16,0,1,8,0,0,0,6,4,67,0,0,0,28,2,3,8,10,C,1,2
1,Nicolas Batum,Charlotte,0,11_29_16,5,0,10,5,2,40,11,3,27,0,0,0,30,1,1,8,11,G,0,2
1,Kemba Walker,Charlotte,0,11_29_16,4,1,1,7,4,57,16,9,56,2,1,50,31,1,1,23,2,G,2,3
1,Marco Belinelli,Charlotte,0,11_29_16,2,1,2,4,1,25,10,4,40,2,2,100,25,0,1,11,2,N/A,0,0
1,Spencer Hawes,Charlotte,0,11_29_16,0,0,2,2,2,100,5,3,60,0,0,0,17,0,1,8,2,N/A,1,3
1,Jeremy Lamb,Charlotte,0,11_29_16,1,1,1,2,0,0,5,1,20,2,2,100,13,0,1,4,1,N/A,0,1
1,Roy Hibbert,Charlotte,0,11_29_16,2,0,1,0,0,0,2,1,50,3,2,67,13,0,1,4,1,N/A,2,0
1,Ramon Sessions,Charlotte,0,11_29_16,3,0,1,0,0,0,4,2,50,4,3,75,13,0,1,7,1,N/A,0,1
1,Treveon Graham,Charlotte,0,11_29_16,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,N/A,0,0
1,Brian Roberts,Charlotte,0,11_29_16,1,0,1,0,0,0,0,0,0,4,4,100,4,0,0,4,1,N/A,0,0
1,Aaron Harrison,Charlotte,0,11_29_16,0,0,1,1,0,0,1,0,0,0,0,0,4,0,1,0,1,N/A,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
1,Chandler Parsons,Memphis,0,01_30_17,2,0,2,0,0,0,3,0,0,2,2,100,21,0,2,2,2,F,0,1
1,JaMychal Green,Memphis,0,01_30_17,1,0,5,4,2,50,7,2,29,2,1,50,28,3,4,7,8,F,1,0
1,Marc Gasol,Memphis,0,01_30_17,3,2,6,4,2,50,12,6,50,4,4,100,29,1,3,18,7,C,1,4
1,Tony Allen,Memphis,0,01_30_17,2,0,2,1,0,0,9,4,44,0,0,0,19,3,3,8,5,G,2,1
1,Mike Conley,Memphis,0,01_30_17,9,0,6,10,7,70,18,12,67,8,7,88,33,0,2,38,6,G,2,2
1,James Ennis III,Memphis,0,01_30_17,1,0,2,2,1,50,3,2,67,2,2,100,26,1,2,7,3,N/A,1,2
1,Andrew Harrison,Memphis,0,01_30_17,0,0,0,1,1,100,1,1,100,4,3,75,10,0,4,6,0,N/A,0,1
1,Zach Randolph,Memphis,0,01_30_17,0,0,5,3,2,67,13,8,62,0,0,0,23,0,1,18,5,N/A,1,2
1,Vince Carter,Memphis,0,01_30_17,5,0,4,2,1,50,6,1,17,2,2,100,28,1,2,5,5,N/A,3,1
1,Troy Daniels,Memphis,0,01_30_17,0,0,0,1,0,0,1,0,0,0,0,0,7,0,0,0,0,N/A,1,1
1,Toney Douglas,Memphis,0,01_30_17,1,0,1,0,0,0,1,0,0,0,0,0,5,0,1,0,1,N/A,0,2
1,Brandan Wright,Memphis,0,01_30_17,0,0,1,0,0,0,5,3,60,0,0,0,5,1,0,6,2,N/A,0,0
1,Wade Baldwin IV,Memphis,0,01_30_17,1,0,0,0,0,0,1,0,0,0,0,0,5,0,3,0,0,N/A,1,0
1,TJ Warren,Phoenix,1,01_30_17,2,1,3,0,0,0,4,1,25,4,4,100,21,2,2,6,5,F,1,0
1,Marquese Chriss,Phoenix,1,01_30_17,0,1,3,4,2,50,12,8,67,4,2,50,34,3,3,20,6,F,2,3
1,Tyson Chandler,Phoenix,1,01_30_17,0,2,3,0,0,0,2,0,0,2,2,100,22,1,3,2,4,C,1,0
1,Devin Booker,Phoenix,1,01_30_17,2,0,4,3,0,0,20,6,30,12,10,83,39,2,1,22,6,G,1,3
1,Eric Bledsoe,Phoenix,1,01_30_17,4,2,5,5,1,20,11,3,27,11,7,64,32,0,2,14,5,G,1,6
1,Alex Len,Phoenix,1,01_30_17,0,1,4,0,0,0,6,3,50,1,0,0,21,3,2,6,7,N/A,1,1
1,PJ Tucker,Phoenix,1,01_30_17,0,0,2,3,1,33,7,5,71,0,0,0,25,0,3,11,2,N/A,1,0
1,Brandon Knight,Phoenix,1,01_30_17,1,0,2,2,0,0,4,1,25,2,2,100,16,0,1,4,2,N/A,0,1
1,Jared Dudley,Phoenix,1,01_30_17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,N/A,0,0
1,Tyler Ulis,Phoenix,1,01_30_17,2,0,1,2,1,50,5,2,40,0,0,0,15,1,2,5,2,N/A,0,2
1,"Derrick Jones, Jr.",Phoenix,1,01_30_17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,N/A,0,0
1,Alan Williams,Phoenix,1,01_30_17,0,1,2,0,0,0,3,2,67,3,2,67,5,1,0,6,3,N/A,0,1
1,Leandro Barbosa,Phoenix,1,01_30_17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,,,,,,,,,,,,,,,,
1,Carmelo Anthony,New York,0,12_13_16,5,0,6,2,0,0,15,3,20,8,7,88,39,0,2,13,6,F,0,0
1,Kristaps Porzingis,New York,0,12_13_16,0,3,7,4,4,100,23,12,52,7,6,86,42,1,6,34,8,F,3,2
1,Joakim Noah,New York,0,12_13_16,3,1,6,0,0,0,5,3,60,7,2,29,22,2,3,8,8,C,1,4
1,Courtney Lee,New York,0,12_13_16,2,0,1,3,2,67,8,6,75,0,0,0,29,1,3,14,2,G,2,0
1,Derrick Rose,New York,0,12_13_16,0,0,1,1,0,0,6,0,0,2,2,100,10,0,0,2,1,G,0,0
1,Lance Thomas,New York,0,12_13_16,1,0,1,2,1,50,4,1,25,3,3,100,23,1,1,6,2,N/A,1,1
1,Kyle O'Quinn,New York,0,12_13_16,2,0,9,1,0,0,16,9,56,6,4,67,28,5,5,22,14,N/A,1,1
1,Justin Holiday,New York,0,12_13_16,3,0,1,2,0,0,8,3,38,2,2,100,25,0,4,8,1,N/A,0,1
1,Brandon Jennings,New York,0,12_13_16,5,0,0,2,0,0,6,1,17,1,1,100,28,0,0,3,0,N/A,1,2
1,Mindaugas Kuzminskas,New York,0,12_13_16,0,0,0,2,0,0,3,0,0,2,1,50,4,0,1,1,0,N/A,0,0
1,Ron Baker,New York,0,12_13_16,2,0,0,1,0,0,3,0,0,0,0,0,15,1,2,0,1,N/A,1,2
1,Willy Hernangomez,New York,0,12_13_16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,Sasha Vujacic,New York,0,12_13_16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,PJ Tucker,Phoenix,1,12_13_16,1,1,6,5,1,20,13,6,46,2,0,0,40,1,5,13,7,F,3,2
1,Marquese Chriss,Phoenix,1,12_13_16,0,1,8,3,1,33,12,5,42,3,3,100,31,4,5,14,12,F,1,1
1,Tyson Chandler,Phoenix,1,12_13_16,0,1,14,0,0,0,8,5,63,3,3,100,41,9,3,13,23,C,1,2
1,Devin Booker,Phoenix,1,12_13_16,0,1,1,5,1,20,16,3,19,5,5,100,36,0,2,12,1,G,0,1
1,Eric Bledsoe,Phoenix,1,12_13_16,8,1,4,4,1,25,21,9,43,12,12,100,39,2,2,31,6,G,2,5
1,Brandon Knight,Phoenix,1,12_13_16,3,0,2,5,2,40,11,4,36,6,4,67,20,0,0,14,2,N/A,0,2
1,Jared Dudley,Phoenix,1,12_13_16,1,1,6,3,2,67,4,2,50,0,0,0,22,0,4,6,6,N/A,2,3
1,Alan Williams,Phoenix,1,12_13_16,0,0,1,0,0,0,0,0,0,2,1,50,9,0,4,1,1,N/A,0,0
1,Leandro Barbosa,Phoenix,1,12_13_16,0,1,3,2,0,0,5,3,60,0,0,0,18,0,0,6,3,N/A,0,1
1,Dragan Bender,Phoenix,1,12_13_16,0,0,0,3,1,33,3,1,33,0,0,0,8,0,3,3,0,N/A,0,0
1,John Jenkins,Phoenix,1,12_13_16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,Alex Len,Phoenix,1,12_13_16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,Tyler Ulis,Phoenix,1,12_13_16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,,,,,,,,,,,,,,,,
1,Danilo Gallinari,Denver,0,02_03_16,0,0,2,7,2,29,16,5,31,14,12,86,37,0,3,24,2,F,1,2
1,Kenneth Faried,Denver,0,02_03_16,0,1,3,0,0,0,8,5,63,5,4,80,27,2,3,14,5,F,0,2
1,Nikola Jokic,Denver,0,02_03_16,4,0,3,2,1,50,9,3,33,2,1,50,29,3,5,8,6,C,2,0
1,Gary Harris,Denver,0,02_03_16,0,0,5,5,1,20,9,4,44,2,2,100,42,1,3,11,6,G,3,1
1,Emmanuel Mudiay,Denver,0,02_03_16,6,0,1,0,0,0,10,3,30,6,3,50,33,0,1,9,1,G,2,3
1,Will Barton,Denver,0,02_03_16,0,1,9,1,0,0,8,5,63,0,0,0,23,1,0,10,10,N/A,2,3
1,Joffrey Lauvergne,Denver,0,02_03_16,0,0,3,2,0,0,4,0,0,0,0,0,19,1,1,0,4,N/A,1,1
